quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y
C20,24,C20_24,C20_25,AMLU,R2,Prior,90,350
C20,25,C20_25,C20_25,AMLU,R2,Prior,110,360
C20,26,C20_26,C20_25,AMLU,R2,Prior,155,350
C20,27,C20_27,C20_27,NONI,,Prior,187,310
C20,397,C20_397,C20_397,AMLU,,Prior,400,380
C20,498,C20_498,C20_498,CRHO,,Prior,350,498
D01,817,D01_817,D01_817,TEST,,Prior,350,10
D01,818,D01_818,D01_818,PONU,,Prior,200,380
D01,819,D01_819,D01_819,TEST,,Prior,420,25
D01,820,D01_820,D01_820,CRHO,,Prior,290,258
D01,821,D01_821,D01_821,DRWI,,Prior,500,320
D01,822,D01_822,D01_822,TEST,,Prior,300,390
D02,1410,D02_1410,D02_1410,TEST,,Prior,220,340
D02,1412,D02_1412,D02_1412,-999,,Prior,450,460
D02,1413,D02_1413,D02_1413,-999,,Prior,450,440
D02,1459,D02_1459,D02_1459,SACO,,Prior,150,40
D03,1028,D03_1028,D03_1028,TEST,,Prior,170,160
D03,1029,D03_1029,D03_1029,PONU,,Prior,285,220
D03,1030,D03_1030,D03_1030,SACO,,Prior,345,322
D03,1031,D03_1031,D03_1031,TEST,,Prior,170,200
D04,1182,D04_1182,D04_1182,TEST,,Prior,160,170
D05,915,D05_915,D05_915,-999,,Prior,40,360
D05,916,D05_916,D05_916,-999,,Prior,57,453
D05,917,D05_917,D05_917,PONU,,Prior,66,383
D06,821,D06_821,D06_821,CAPA,,Prior,68,263
D06,822,D06_822,D06_822,NONI,,Prior,210,203
D06,823,D06_823,D06_823,CAPA,,Prior,178,317
D06,825,D06_825,D06_825,TEST,,Prior,350,415
D06,826,D06_826,D06_826,TEST,,Prior,387,415
D06,827,D06_827,D06_827,TEST,,Prior,500,415
D06,828,D06_828,D06_828,TEST,,Prior,450,437
D07,289,D07_289,D07_289,CAPA,,Prior,250,250
D07,291,D07_291,D07_291,PONU,,Prior,70,370
D07,293,D07_293,D07_293,TEST,,Prior,170,280
D07,294,D07_294,D07_294,CAPA,,Prior,320,220
D07,296,D07_296,D07_296,TEST,,Prior,500,290
D07,393,D07_393,D07_393,-999,,Prior,200,20
D07,394,D07_394,D07_394,-999,,Prior,500,0
D07,395,D07_395,D07_395,TEST,R1,Prior,450,60
D07,396,D07_396,D07_395,TEST,R1,Prior,470,70
D08,401,D08_401,D08_401,TEST,R2,Prior,226,356
D08,402,D08_402,D08_402,SACO,,Prior,187,266
D08,403,D08_403,D08_401,TEST,R2,Prior,255,248
D08,404,D08_404,D08_404,PONU,,Prior,150,73
D08,405,D08_405,D08_405,PONU,,Prior,265,18
D08,408,D08_408,D08_408,TEST,,Prior,457,210
D08,596,D08_596,D08_596,DRWI,,Prior,327,481
D08,597,D08_597,D08_597,TEST,R1,Prior,319,408
D08,598,D08_598,D08_597,TEST,R1,Prior,225,463
D08,600,D08_600,D08_600,TEST,,Prior,134,458
D09,622,D09_622,D09_622,TEST,,Prior,30,290
D09,623,D09_623,D09_623,TEST,,Prior,60,360
D09,624,D09_624,D09_624,DRWI,,Prior,250,260
D09,625,D09_625,D09_625,DRWI,,Prior,170,410
D09,626,D09_626,D09_626,DRWI,,Prior,440,280
D09,627,D09_627,D09_628,TEST,R1,Prior,410,310
D09,628,D09_628,D09_628,TEST,R1,Prior,400,320
D09,629,D09_629,D09_629,TEST,,Prior,380,380
D09,630,D09_630,D09_630,TEST,,Prior,340,390
D09,631,D09_631,D09_631,TEST,,Prior,210,120
D09,632,D09_632,D09_632,DRWI,,Prior,260,90
D09,633,D09_633,D09_633,TEST,,Prior,330,15
D10,986,D10_986,D10_986,TEST,,Prior,85,492
D10,987,D10_987,D10_987,-999,,Prior,240,410
D10,988,D10_988,D10_988,PONU,,Prior,185,257
D10,989,D10_989,D10_989,PONU,,Prior,210,237
D11,137,D11_137,D11_137,PONU,R1,Prior,40,200
D11,138,D11_138,D11_137,PONU,R1,Prior,95,290
D11,139,D11_139,D11_137,PONU,R1,Prior,120,340
D11,140,D11_140,D11_140,AMLU,,Prior,30,455
D11,142,D11_142,D11_142,CRHO,,Prior,380,0
D11,143,D11_143,D11_143,CAPA,,Prior,380,285
D11,144,D11_144,D11_144,TEST,,Prior,350,285
D11,145,D11_145,D11_145,TEST,,Prior,190,215
D11,146,D11_146,D11_146,TEST,,Prior,190,190
D11,147,D11_147,D11_147,TEST,,Prior,240,140
D11,148,D11_148,D11_148,-999,,Prior,380,205
D11,149,D11_149,D11_149,TEST,,Prior,475,105
D11,150,D11_150,D11_150,SACO,,Prior,495,170
D12,418,D12_418,D12_418,PONU,,Prior,390,260
D12,419,D12_419,D12_419,SACO,,Prior,100,370
D12,420,D12_420,D12_420,CAPA,,Prior,140,450
D12,421,D12_421,D12_421,-999,,Prior,350,450
D12,422,D12_422,D12_422,CAPA,,Prior,40,410
D12,423,D12_423,D12_423,PONU,,Prior,500,470
D12,424,D12_424,D12_424,PONU,,Prior,420,70
D13,572,D13_572,D13_572,NONI,,Prior,105,440
D13,573,D13_573,D13_573,CAPA,,Prior,190,390
D13,574,D13_574,D13_574,-999,,Prior,240,400
D13,575,D13_575,D13_575,DRWI,,Prior,190,290
D13,576,D13_576,D13_576,DRWI,,Prior,230,260
D13,577,D13_577,D13_577,SACO,,Prior,350,370
D13,578,D13_578,D13_578,CAPA,,Prior,410,400
D13,579,D13_579,D13_579,CAPA,,Prior,460,290
D13,580,D13_580,D13_580,CAPA,,Prior,380,300
D13,581,D13_581,D13_581,DRWI,,Prior,38,230
D14,475,D14_475,D14_475,CAPA,,Prior,280,60
D14,476,D14_476,D14_476,PONU,,Prior,380,190
D14,477,D14_477,D14_477,SACO,,Prior,130,430
D15,140,D15_140,D15_140,DRWI,,Prior,315,65
D15,31,D15_31,D15_31,CAPA,,Prior,435,310
D15,475,D15_475,D15_475,CAPA,,Prior,420,285
D15,476,D15_476,D15_476,CAPA,,Prior,420,320
D15,478,D15_478,D15_478,SACO,,Prior,455,305
D15,479,D15_479,D15_479,-999,,Prior,260,465
D15,480,D15_480,D15_480,-999,,Prior,135,480
D15,61,D15_61,D15_61,SACO,,Prior,410,390
D16,115,D16_115,D16_115,TEST,,Prior,17,275
D16,471,D16_471,D16_471,PONU,,Prior,440,350
D16,474,D16_474,D16_474,CRHO,,Prior,430,270
D16,62,D16_62,D16_62,TEST,,Prior,90,215
D16,64,D16_64,D16_64,TEST,,Prior,0,390
D16,65,D16_65,D16_65,TEST,,Prior,20,390
D16,66,D16_66,D16_66,TEST,,Prior,20,400
D17,483,D17_483,D17_483,TEST,,Prior,25,165
D17,486,D17_486,D17_486,TEST,,Prior,156,183
D17,488,D17_488,D17_488,CAPA,R3,Prior,120,380
D17,528,D17_528,D17_528,TEST,,Prior,30,20
D17,529,D17_529,D17_529,TEST,R1,Prior,10,170
D17,530,D17_530,D17_529,TEST,R1,Prior,58,160
D17,531,D17_531,D17_529,TEST,R1,Prior,110,105
D17,533,D17_533,D17_533,TEST,,Prior,215,140
D17,534,D17_534,D17_534,TEST,,Prior,185,100
D17,535,D17_535,D17_535,TEST,R2,Prior,203,25
D17,536,D17_536,D17_535,TEST,R2,Prior,235,30
D17,540,D17_540,D17_540,TEST,,Prior,340,500
D18,451,D18_451,D18_451,CAPA,,Prior,240,410
D18,452,D18_452,D18_452,CAPA,,Prior,280,330
D18,453,D18_453,D18_453,CAPA,,Prior,220,380
D18,454,D18_454,D18_454,TEST,,Prior,380,120
D18,456,D18_456,D18_456,NONI,,Prior,380,120
D18,458,D18_458,D18_458,TEST,,Prior,260,100
D18,459,D18_459,D18_459,TEST,,Prior,190,90
D18,460,D18_460,D18_460,CAPA,,Prior,100,140
D18,686,D18_686,D18_686,CAPA,,Prior,230,340
D19,106,D19_106,D19_106,TEST,,Prior,190,15
D19,11,D19_11,D19_11,DRWI,,Prior,10,160
D19,21,D19_21,D19_21,NONI,,Prior,500,400
D19,22,D19_22,D19_22,TEST,,Prior,350,25
D19,23,D19_23,D19_23,TEST,,Prior,330,20
D19,24,D19_24,D19_24,TEST,,Prior,320,18
D19,35,D19_35,D19_35,-999,,Prior,370,460
D19,447,D19_447,D19_447,DRWI,,Prior,350,90
D19,493,D19_493,D19_493,NONI,,Prior,0,250
D19,509,D19_509,D19_509,CAPA,,Prior,90,240
D20,13,D20_13,D20_13,AMLU,,Prior,60,130
D20,14,D20_14,D20_14,AMLU,,Prior,140,30
D20,31,D20_31,D20_31,AMLU,,Prior,155,380
D20,32,D20_32,D20_32,AMLU,,Prior,290,450
D20,33,D20_33,D20_33,AMLU,,Prior,345,180
D20,35,D20_35,D20_35,AMLU,,Prior,310,290
E01,823,E01_823,E01_823,PONU,,Prior,20,10
E02,1416,E02_1416,E02_1416,WETR,,Prior,310,400
E02,1417,E02_1417,E02_1417,WETR,,Prior,360,420
E02,1461,E02_1461,E01_2315,DRWI,R1,Prior,290,210
E02,1462,E02_1462,E02_1462,TEST,,Prior,90,20
E02,1463,E02_1463,E02_1463,TEST,,Prior,140,60
E02,1464,E02_1464,E02_1464,CAPA,,Prior,400,210
E03,1032,E03_1032,E03_1032,TEST,,Prior,82,0
E03,1033,E03_1033,E03_1033,PONU,,Prior,120,280
E03,1034,E03_1034,E03_1034,TEST,,Prior,120,350
E03,1035,E03_1035,E03_1035,CAPA,,Prior,90,480
E03,1036,E03_1036,E03_1036,PONU,,Prior,360,137
E03,1037,E03_1037,E03_1037,NONI,,Prior,430,90
E03,1038,E03_1038,E03_1038,TEST,,Prior,443,155
E03,1039,E03_1039,E03_1039,CAPA,,Prior,442,240
E04,1183,E04_1183,E04_1183,PONU,,Prior,70,210
E04,1184,E04_1184,E04_1184,-999,,Prior,350,0
E04,1185,E04_1185,E04_1185,TEST,,Prior,330,150
E04,1186,E04_1186,E04_1186,NONI,,Prior,430,320
E04,1187,E04_1187,E04_1187,TEST,,Prior,260,430
E04,1188,E04_1188,E04_1188,TEST,,Prior,120,350
E05,918,E05_918,E05_918,TEST,,Prior,60,373
E05,919,E05_919,E05_919,TEST,,Prior,107,316
E05,920,E05_920,E05_920,TEST,,Prior,160,395
E05,921,E05_921,E05_921,TEST,,Prior,190,460
E06,829,E06_829,E06_829,TEST,,Prior,0,208
E06,830,E06_830,E06_830,TEST,,Prior,103,234
E06,831,E06_831,E06_831,TEST,R1,Prior,156,168
E06,832,E06_832,E06_831,TEST,R1,Prior,160,243
E06,833,E06_833,E06_833,TEST,,Prior,250,329
E06,834,E06_834,E06_834,TEST,,Prior,290,315
E06,835,E06_835,E06_835,-999,,Prior,170,350
E07,2318,E07_2318,E07_2318,NONI,,Prior,120,90
E07,297,E07_297,E07_297,PONU,,Prior,40,280
E07,298,E07_298,E07_298,PONU,,Prior,50,450
E07,398,E07_398,E07_398,NONI,,Prior,180,80
E07,399,E07_399,E07_400,TEST,R1,Prior,280,440
E07,400,E07_400,E07_400,TEST,R1,Prior,250,450
E08,409,E08_409,E08_409,TEST,,Prior,45,450
E08,410,E08_410,E08_410,TEST,,Prior,131,346
E08,411,E08_411,E08_411,TEST,,Prior,72,26
E08,412,E08_412,E08_412,TEST,,Prior,83,36
E08,414,E08_414,E08_414,PONU,,Prior,72,192
E08,415,E08_415,E08_416,TEST,R1,Prior,175,390
E08,416,E08_416,E08_416,TEST,R1,Prior,167,370
E08,417,E08_417,E08_416,TEST,R1,Prior,159,360
E08,418,E08_418,E08_418,NONI,,Prior,260,423
E08,419,E08_419,E08_419,TEST,,Prior,127,370
E08,421,E08_421,E08_421,TEST,,Prior,230,70
E08,422,E08_422,E08_422,TEST,,Prior,455,44
E08,423,E08_423,E08_423,NONI,,Prior,455,174
E09,634,E09_634,E09_634,TEST,,Prior,250,430
E09,635,E09_635,E09_635,RALA,,Prior,210,370
E09,636,E09_636,E09_636,CAPA,,Prior,220,360
E09,637,E09_637,E09_637,DRWI,,Prior,330,350
E09,638,E09_638,E09_638,TEST,,Prior,320,270
E10,992,E10_992,E10_993,TEST,R1,Prior,160,40
E10,993,E10_993,E10_993,TEST,R1,Prior,150,85
E10,994,E10_994,E10_993,TEST,R1,Prior,160,100
E10,995,E10_995,E10_995,TEST,,Prior,393,75
E10,996,E10_996,E10_996,TEST,,Prior,345,110
E11,151,E11_151,E11_151,TEST,,Prior,20,50
E11,152,E11_152,E11_152,NONI,,Prior,180,105
E11,153,E11_153,E11_154,TEST,R1,Prior,290,60
E11,154,E11_154,E11_154,TEST,R1,Prior,215,150
E11,155,E11_155,E11_155,TEST,,Prior,110,200
E11,157,E11_157,E11_157,CRHO,,Prior,200,370
E11,158,E11_158,E11_158,CRHO,,Prior,120,350
E11,159,E11_159,E11_159,SACO,,Prior,245,425
E11,160,E11_160,E11_160,SACO,,Prior,315,380
E11,2320,E11_2320,E11_2320,NONI,,Prior,360,330
E12,425,E12_425,E12_425,TEST,,Prior,220,0
E12,426,E12_426,E12_426,NONI,,Prior,0,380
E12,427,E12_427,E12_427,PONU,,Prior,40,270
E12,428,E12_428,E12_428,SACO,,Prior,220,240
E12,429,E12_429,E12_429,-999,,Prior,440,470
E12,430,E12_430,E12_430,CRHO,,Prior,460,210
E13,301,E13_301,E13_301,-999,,Prior,90,400
E13,302,E13_302,E13_302,-999,,Prior,280,500
E13,303,E13_303,E13_303,CRHO,,Prior,290,410
E13,304,E13_304,E13_304,TEST,,Prior,440,265
E13,582,E13_582,E13_582,DRWI,,Prior,320,10
E13,584,E13_584,E13_584,CAPA,,Prior,420,160
E13,585,E13_585,E13_585,CRHO,,Prior,365,220
E13,586,E13_586,E13_586,CRHO,,Prior,390,220
E13,587,E13_587,E13_587,-999,,Prior,240,280
E13,588,E13_588,E13_588,CRHO,,Prior,100,260
E14,479,E14_479,E14_479,CRHO,,Prior,230,170
E14,481,E14_481,E14_481,CRHO,,Prior,320,170
E14,482,E14_482,E14_482,CRHO,,Prior,380,120
E14,483,E14_483,E14_483,TEST,,Prior,410,170
E14,484,E14_484,E14_484,RALA,,Prior,270,330
E14,486,E14_486,E14_486,CAPA,,Prior,340,50
E15,110,E15_110,E15_110,SACO,,Prior,80,340
E15,111,E15_111,E15_111,RALA,,Prior,55,160
E15,112,E15_112,E15_112,RALA,,Prior,220,65
E15,113,E15_113,E15_113,RALA,,Prior,270,50
E15,114,E15_114,E15_114,RALA,,Prior,20,280
E15,141,E15_141,E15_141,SACO,,Prior,370,185
E15,404,E15_404,E15_404,SACO,,Prior,375,180
E15,405,E15_405,E15_405,TEST,,Prior,175,270
E15,406,E15_406,E15_406,-999,,Prior,255,440
E15,407,E15_407,E15_407,-999,,Prior,400,330
E15,408,E15_408,E15_408,PONU,,Prior,270,400
E15,473,E15_473,E15_473,PONU,,Prior,140,500
E15,477,E15_477,E15_477,CAPA,,Prior,0,270
E16,116,E16_116,E16_116,TEST,,Prior,73,360
E16,117,E16_117,E16_117,PONU,,Prior,60,250
E16,30,E16_30,E16_30,PONU,,Prior,38,100
E16,410,E16_410,E16_410,TEST,,Prior,450,340
E16,469,E16_469,E16_469,PONU,,Prior,370,250
E16,470,E16_470,E16_470,PONU,,Prior,60,53
E16,57,E16_57,E16_60,TEST,R1,Prior,450,440
E16,58,E16_58,E16_60,TEST,R1,Prior,450,410
E16,59,E16_59,E16_60,TEST,R1,Prior,450,390
E16,60,E16_60,E16_60,TEST,R1,Prior,450,360
E18,1322,E18_1322,E18_1322,TEST,,Prior,30,350
E18,25,E18_25,E18_25,PONU,,Prior,60,330
E18,26,E18_26,E18_26,TEST,,Prior,180,200
E18,27,E18_27,E18_27,WETR,,Prior,210,320
E18,404,E18_404,E18_404,TEST,,Prior,310,120
E18,430,E18_430,E18_430,TEST,,Prior,160,190
E18,431,E18_431,E18_431,TEST,,Prior,310,120
E18,433,E18_433,E18_433,TEST,,Prior,100,240
E18,434,E18_434,E18_434,TEST,,Prior,80,240
E18,455,E18_455,E18_455,PONU,,Prior,20,110
E19,33,E19_33,E19_33,PONU,,Prior,470,25
E19,37,E19_37,E19_37,DRWI,,Prior,110,38
E19,372,E19_372,E19_372,PONU,,Prior,310,120
E19,41,E19_41,E19_41,PONU,,Prior,350,475
E19,438,E19_438,E19_438,CAPA,,Prior,90,20
E19,440,E19_440,E19_440,DRWI,,Prior,180,100
E19,442,E19_442,E19_442,CAPA,,Prior,30,270
E19,444,E19_444,E19_444,NONI,,Prior,90,360
E20,39,E20_39,E20_39,AMLU,,Prior,125,235
E20,41,E20_41,E20_41,PONU,,Prior,350,0
E20,42,E20_42,E20_42,MYPA,,Prior,250,230
E20,43,E20_43,E16_60,TEST,R1,Prior,240,465
E20,44,E20_44,E16_60,TEST,R1,Prior,270,350
E20,45,E20_45,E20_45,AMLU,,Prior,300,365
E20,46,E20_46,E20_46,TEST,,Prior,350,400
E20,47,E20_47,E20_47,AMLU,,Prior,350,350
E20,48,E20_48,E20_48,TEST,,Prior,470,60
F01,824,F01_824,F01_824,PONU,,Prior,90,300
F01,825,F01_825,F01_825,PONU,,Prior,275,200
F01,826,F01_826,F01_826,NONI,,Prior,500,160
F02,1421,F02_1421,F02_1421,WETR,,Prior,370,400
F02,1465,F02_1465,F02_1465,TEST,,Prior,270,190
F02,2298,F02_2298,F02_2298,WETR,,Prior,290,410
F03,1040,F03_1040,F03_1040,TEST,,Prior,155,465
F03,1041,F03_1041,F03_1041,CAPA,,Prior,500,316
F03,1042,F03_1042,F03_1042,CAPA,,Prior,500,324
F03,1043,F03_1043,F03_1043,TEST,,Prior,344,10
F04,1189,F04_1189,F04_1190,TEST,R1,Prior,390,400
F04,1190,F04_1190,F04_1190,TEST,R1,Prior,370,400
F04,1191,F04_1191,F04_1191,TEST,,Prior,300,350
F04,1193,F04_1193,F04_1193,TEST,,Prior,330,270
F04,1194,F04_1194,F04_1194,TEST,,Prior,400,210
F05,922,F05_922,F05_922,TEST,,Prior,180,110
F05,923,F05_923,F05_923,TEST,,Prior,270,80
F05,924,F05_924,F05_924,NONI,,Prior,400,250
F05,925,F05_925,F05_925,DRWI,,Prior,240,400
F05,926,F05_926,F05_926,TEST,,Prior,60,380
F05,927,F05_927,F05_927,SACO,,Prior,460,410
F06,836,F06_836,F06_836,SACO,,Prior,250,430
F06,837,F06_837,F06_837,SACO,,Prior,420,290
F06,838,F06_838,F06_838,TEST,,Prior,450,270
F06,839,F06_839,F06_839,TEST,,Prior,500,272
F06,840,F06_840,F06_840,TEST,,Prior,500,265
F06,841,F06_841,F06_841,TEST,,Prior,430,164
F06,842,F06_842,F06_842,TEST,,Prior,320,156
F06,843,F06_843,F06_843,NONI,,Prior,266,92
F06,844,F06_844,F06_844,TEST,,Prior,380,100
F06,845,F06_845,F06_845,TEST,,Prior,380,70
F06,846,F06_846,F06_846,TEST,,Prior,420,80
F06,847,F06_847,F06_847,TEST,,Prior,450,50
F07,201,F07_201,F07_201,-999,,Prior,20,90
F07,299,F07_299,F07_299,CRHO,,Prior,430,290
F07,300,F07_300,F07_300,TEST,,Prior,290,160
F07,35,F07_35,F07_35,TEST,,Prior,500,430
F07,36,F07_36,F07_36,PONU,,Prior,370,430
F08,424,F08_424,F08_424,-999,,Prior,28,256
F08,425,F08_425,F08_425,TEST,,Prior,60,65
F08,426,F08_426,F08_426,TEST,,Prior,87,140
F08,427,F08_427,F08_427,-999,,Prior,87,202
F08,428,F08_428,F08_428,NONI,,Prior,179,270
F08,429,F08_429,F08_429,CAPA,,Prior,145,403
F08,431,F08_431,F08_431,-999,,Prior,254,141
F08,432,F08_432,F08_432,TEST,,Prior,415,82
F08,433,F08_433,F08_433,TEST,,Prior,220,52
F09,639,F09_639,F09_639,NONI,,Prior,150,430
F09,640,F09_640,F09_640,TEST,,Prior,160,180
F10,997,F10_997,F10_997,CAPA,,Prior,125,278
F10,998,F10_998,F10_998,TEST,,Prior,12,48
F10,999,F10_999,F10_999,PONU,,Prior,65,340
F11,162,F11_162,F11_162,TEST,,Prior,165,275
F11,163,F11_163,F11_163,TEST,,Prior,165,250
F11,166,F11_166,F11_166,CRHO,,Prior,330,445
F11,167,F11_167,F11_167,CRHO,,Prior,360,470
F11,169,F11_169,F11_169,PONU,,Prior,310,175
F11,170,F11_170,F11_170,NONI,,Prior,385,120
F11,171,F11_171,F11_171,TEST,,Prior,460,215
F12,431,F12_431,F12_431,CAPA,,Prior,140,450
F12,432,F12_432,F12_432,CRHO,,Prior,450,30
F13,305,F13_305,F13_305,CRHO,,Prior,50,90
F13,306,F13_306,F13_306,CRHO,,Prior,130,160
F14,400,F14_400,F14_400,CRHO,,Prior,420,280
F14,401,F14_401,F14_401,CAPA,,Prior,370,340
F14,402,F14_402,F14_402,TEST,,Prior,390,260
F14,403,F14_403,F14_403,TEST,,Prior,420,270
F14,488,F14_488,F14_488,DRWI,,Prior,160,330
F14,489,F14_489,F14_489,CAPA,,Prior,410,180
F14,54,F14_54,F14_54,TEST,,Prior,500,150
F14,55,F14_55,F14_55,CRHO,,Prior,500,160
F14,93,F14_93,F14_93,CRHO,,Prior,360,360
F15,387,F15_387,F15_387,PONU,,Prior,225,475
F15,392,F15_392,F15_392,PONU,,Prior,130,240
F16,382,F16_382,F16_382,PONU,,Prior,140,430
F16,384,F16_384,F16_384,DRWI,,Prior,290,200
F16,385,F16_385,F16_385,TEST,,Prior,380,280
F16,411,F16_411,F16_411,PONU,,Prior,70,480
F18,363,F18_363,F18_363,TEST,,Prior,500,135
F18,365,F18_365,F18_365,PONU,,Prior,260,350
F18,366,F18_366,F18_366,PONU,,Prior,140,330
F18,367,F18_367,F18_367,TEST,,Prior,450,0
F18,368,F18_368,F18_368,PONU,,Prior,60,170
F18,371,F18_371,F18_371,TEST,,Prior,200,170
F18,38,F18_38,F18_38,CRHO,,Prior,160,340
F18,405,F18_405,F18_405,TEST,,Prior,200,120
F18,406,F18_406,F18_406,TEST,,Prior,320,420
F19,327,F19_327,F19_327,CAPA,,Prior,170,470
F19,328,F19_328,F19_328,TEST,,Prior,260,400
F19,329,F19_329,F19_329,PONU,,Prior,180,360
F19,333,F19_333,F19_333,CRHO,,Prior,260,375
F19,335,F19_335,F19_335,TEST,,Prior,440,360
F20,49,F20_49,F20_49,MYPA,,Prior,0,280
F20,50,F20_50,F20_50,TEST,,Prior,130,370
F20,51,F20_51,F20_51,TEST,,Prior,90,120
F20,52,F20_52,F20_52,MYPA,,Prior,200,183
F20,54,F20_54,F20_54,MYPA,,Prior,235,250
F20,55,F20_55,F20_55,MYPA,,Prior,235,170
F20,56,F20_56,F20_56,CRHO,,Prior,430,250
F20,57,F20_57,F20_57,CAPA,,Prior,430,230
F20,58,F20_58,F20_58,CRHO,,Prior,340,380
F20,59,F20_59,F20_59,TEST,,Prior,390,210
F20,60,F20_60,F20_60,CAPA,,Prior,360,120
F20,61,F20_61,F20_61,CRHO,,Prior,420,150
F20,62,F20_62,F20_62,CRHO,,Prior,330,50
F20,63,F20_63,F20_63,CRHO,,Prior,450,60
F20,64,F20_64,F20_64,TEST,,Prior,500,180
G01,828,G01_828,G01_828,PONU,,Prior,110,120
G01,829,G01_829,G01_829,TEST,,Prior,280,270
G01,830,G01_830,G01_830,TEST,,Prior,490,390
G01,831,G01_831,G01_831,TEST,,Prior,350,420
G01,832,G01_832,G01_832,TEST,,Prior,450,435
G01,833,G01_833,G01_833,TEST,,Prior,485,500
G01,834,G01_834,G01_834,PONU,,Prior,433,390
G02,1422,G02_1422,G02_1422,TEST,,Prior,300,420
G02,1423,G02_1423,G02_1423,TEST,,Prior,380,340
G02,1424,G02_1424,G02_1424,TEST,,Prior,420,340
G02,1425,G02_1425,G02_1425,TEST,,Prior,460,370
G02,1426,G02_1426,G02_1426,TEST,,Prior,400,280
G02,1466,G02_1466,G02_1466,TEST,,Prior,310,160
G02,1467,G02_1467,G02_1467,TEST,,Prior,320,170
G02,1468,G02_1468,G02_1468,TEST,,Prior,350,160
G02,1469,G02_1469,G02_1469,TEST,,Prior,370,50
G02,1470,G02_1470,G02_1470,TEST,,Prior,350,25
G02,1471,G02_1471,G02_1471,TEST,,Prior,320,0
G02,1472,G02_1472,G02_1472,TEST,,Prior,390,260
G02,1473,G02_1473,G02_1473,TEST,,Prior,460,260
G03,1044,G03_1044,G03_1044,TEST,,Prior,77,77
G03,1045,G03_1045,G03_1045,TEST,,Prior,170,150
G03,1047,G03_1047,G03_1047,TEST,,Prior,197,111
G03,1048,G03_1048,G03_1048,TEST,,Prior,60,365
G03,2206,G03_2206,G03_2206,TEST,,Prior,20,90
G04,1195,G04_1195,G04_1195,TEST,,Prior,100,340
G04,1196,G04_1196,G04_1196,TEST,,Prior,0,70
G04,1197,G04_1197,G04_1197,TEST,,Prior,130,50
G04,1198,G04_1198,G04_1198,TEST,,Prior,270,100
G04,1199,G04_1199,G04_1199,TEST,,Prior,310,70
G05,928,G05_928,G05_928,TEST,,Prior,260,5
G05,929,G05_929,G05_929,TEST,,Prior,190,390
G05,931,G05_931,G05_931,TEST,,Prior,280,310
G05,932,G05_932,G05_932,TEST,,Prior,300,270
G05,933,G05_933,G05_933,TEST,,Prior,300,260
G06,848,G06_848,G06_848,TEST,,Prior,0,75
G06,849,G06_849,G06_849,DRWI,,Prior,140,82
G06,850,G06_850,G06_850,TEST,,Prior,230,0
G06,851,G06_851,G06_851,TEST,,Prior,244,116
G06,852,G06_852,G06_852,PONU,,Prior,244,250
G06,853,G06_853,G06_853,PONU,,Prior,320,170
G06,854,G06_854,G06_854,TEST,,Prior,320,43
G06,855,G06_855,G06_855,TEST,,Prior,320,60
G06,856,G06_856,G06_856,TEST,,Prior,450,40
G07,202,G07_202,G07_202,SACO,,Prior,60,220
G07,203,G07_203,G07_203,NONI,,Prior,80,250
G07,204,G07_204,G07_204,SACO,,Prior,60,470
G08,434,G08_434,G08_434,SACO,,Prior,120,427
G08,435,G08_435,G08_437,SACO,R1,Prior,163,411
G08,436,G08_436,G08_437,SACO,R1,Prior,71,444
G08,437,G08_437,G08_437,SACO,R1,Prior,44,411
G08,438,G08_438,G08_438,NONI,,Prior,88,363
G08,439,G08_439,G08_439,PONU,,Prior,138,383
G08,440,G08_440,G08_440,PONU,,Prior,70,337
G08,671,G08_671,G08_671,CRHO,,Prior,420,200
G08,672,G08_672,G08_672,TEST,,Prior,150,494
G08,673,G08_673,G08_673,TEST,,Prior,230,498
G09,641,G09_641,G09_641,TEST,,Prior,240,30
G09,642,G09_642,G09_643,TEST,R1,Prior,70,60
G09,643,G09_643,G09_643,TEST,R1,Prior,70,40
G09,644,G09_644,G09_644,NONI,,Prior,330,110
G09,645,G09_645,G09_645,TEST,,Prior,240,120
G09,646,G09_646,G09_646,CRHO,,Prior,275,110
G09,648,G09_648,G09_648,SACO,,Prior,340,350
G10,1000,G10_1000,G10_1000,-999,,Prior,210,370
G10,501,G10_501,G10_501,TEST,,Prior,55,175
G10,502,G10_502,G10_502,TEST,,Prior,85,190
G10,503,G10_503,G10_503,TEST,,Prior,127,240
G10,504,G10_504,G10_504,TEST,,Prior,153,256
G10,505,G10_505,G10_505,CAPA,,Prior,370,50
G11,172,G11_172,G11_172,PONU,,Prior,45,110
G11,173,G11_173,G11_173,CRHO,,Prior,160,185
G11,174,G11_174,G11_174,TEST,,Prior,0,460
G11,175,G11_175,G11_175,CRHO,,Prior,210,470
G12,2201,G12_2201,G12_2201,TEST,,Prior,290,330
G12,2202,G12_2202,G12_2202,PONU,,Prior,100,40
G12,434,G12_434,G12_434,TEST,,Prior,210,180
G12,435,G12_435,G12_435,TEST,,Prior,260,270
G12,437,G12_437,G12_437,CRHO,,Prior,220,330
G12,438,G12_438,G12_438,CRHO,,Prior,390,460
G12,439,G12_439,G12_439,TEST,,Prior,0,0
G12,440,G12_440,G12_440,TEST,,Prior,250,440
G12,441,G12_441,G12_441,TEST,,Prior,270,470
