quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y
G13,307,G13_307,G13_307,-999,,Prior,50,150
G13,308,G13_308,G13_308,TEST,,Prior,280,500
G13,309,G13_309,G13_309,PONU,,Prior,430,310
G13,310,G13_310,G13_310,PONU,,Prior,410,170
G13,311,G13_311,G13_311,CRHO,,Prior,390,20
G14,318,G14_318,G14_318,CAPA,,Prior,350,250
G14,320,G14_320,G14_320,CAPA,,Prior,300,470
G14,328,G14_328,G14_328,CRHO,,Prior,480,480
G14,491,G14_491,G14_491,TEST,,Prior,370,440
G14,492,G14_492,G14_492,TEST,,Prior,400,430
G14,493,G14_493,G14_493,TEST,,Prior,390,320
G14,494,G14_494,G14_494,CRHO,,Prior,300,190
G14,495,G14_495,G14_495,TEST,,Prior,260,100
G15,143,G15_143,G15_143,CAPA,,Prior,50,500
G15,144,G15_144,G15_144,CAPA,,Prior,53,500
G15,326,G15_326,G15_326,PONU,,Prior,430,0
G15,332,G15_332,G15_332,TEST,,Prior,460,250
G15,334,G15_334,G15_334,TEST,,Prior,480,260
G16,26,G16_26,G16_26,CRHO,,Prior,410,480
G16,27,G16_27,G16_27,CRHO,,Prior,420,467
G16,380,G16_380,G16_380,PONU,,Prior,124,495
G16,381,G16_381,G16_381,CRHO,,Prior,400,445
G16,383,G16_383,G16_383,PONU,,Prior,350,320
G16,386,G16_386,G16_386,CAPA,,Prior,40,60
G16,389,G16_389,G16_389,PONU,,Prior,290,70
G16,580,G16_580,G16_580,CAPA,,Prior,90,400
G17,541,G17_541,G17_541,-999,,Prior,150,80
G18,355,G18_355,G18_355,TEST,,Prior,190,290
G18,357,G18_357,G18_357,TEST,,Prior,170,170
G18,359,G18_359,G18_359,TEST,,Prior,150,320
G18,361,G18_361,G18_361,CRHO,,Prior,140,70
G18,364,G18_364,G18_364,CRHO,,Prior,40,40
G18,407,G18_407,G18_407,TEST,,Prior,140,220
G18,409,G18_409,G18_409,TEST,,Prior,250,110
G18,410,G18_410,G18_410,TEST,,Prior,180,340
G18,411,G18_411,G18_411,TEST,,Prior,255,480
G18,412,G18_412,G18_412,CRHO,,Prior,330,230
G18,45,G18_45,G18_45,TEST,,Prior,90,240
G19,337,G19_337,G19_337,CRHO,,Prior,70,270
G19,339,G19_339,G19_339,CRHO,,Prior,120,230
G19,341,G19_341,G19_341,TEST,,Prior,350,170
G19,342,G19_342,G19_342,TEST,,Prior,320,220
G19,343,G19_343,G19_343,TEST,,Prior,440,280
G20,65,G20_65,G20_65,CRHO,,Prior,40,110
G20,66,G20_66,G20_66,AMLU,,Prior,30,50
G20,67,G20_67,G20_67,CRHO,,Prior,0,320
G20,68,G20_68,G20_68,CAPA,,Prior,80,460
G20,69,G20_69,G20_69,SACO,,Prior,90,430
G20,70,G20_70,G20_70,SACO,,Prior,225,440
G20,71,G20_71,G20_71,TEST,,Prior,370,500
H01,2319,H01_2319,H01_2319,TEST,R1,Prior,480,400
H01,835,H01_835,H01_835,TEST,,Prior,85,35
H01,836,H01_836,H01_836,TEST,,Prior,260,430
H01,838,H01_838,H01_2319,TEST,R1,Prior,450,465
H01,839,H01_839,H01_2319,TEST,R1,Prior,470,355
H02,1428,H02_1428,H02_1428,TEST,,Prior,180,240
H02,1430,H02_1430,H02_1432,TEST,R1,Prior,420,390
H02,1431,H02_1431,H02_1432,TEST,R1,Prior,430,380
H02,1432,H02_1432,H02_1432,TEST,R1,Prior,450,340
H02,1474,H02_1474,H02_1474,TEST,,Prior,150,20
H02,1475,H02_1475,H02_1475,TEST,,Prior,0,50
H02,1476,H02_1476,H02_1476,TEST,,Prior,300,0
H02,1478,H02_1478,H02_1478,TEST,,Prior,440,80
H02,1479,H02_1479,H02_1479,TEST,,Prior,470,40
H02,2287,H02_2287,H02_2287,TEST,,Prior,420,120
H02,2323,H02_2323,H02_2323,TEST,,Prior,100,210
H02,2324,H02_2324,H02_2324,TEST,,Prior,230,180
H03,1049,H03_1049,H03_1049,TEST,,Prior,220,295
H03,1050,H03_1050,H03_1050,TEST,,Prior,200,500
H03,1051,H03_1051,H03_1051,NONI,,Prior,460,87
H04,1200,H04_1200,H04_1200,CRHO,,Prior,310,200
H04,1201,H04_1201,H04_1201,CRHO,,Prior,330,200
H04,1202,H04_1202,H04_1202,CRHO,,Prior,330,330
H04,1203,H04_1203,H04_1203,CRHO,,Prior,370,380
H04,1204,H04_1204,H04_1204,CRHO,,Prior,370,310
H04,1205,H04_1205,H04_1205,CRHO,,Prior,380,340
H05,2293,H05_2293,H05_2293,TEST,,Prior,166,178
H05,934,H05_934,H05_934,DRWI,,Prior,20,205
H05,935,H05_935,H05_935,TEST,,Prior,185,420
H06,857,H06_857,H06_857,PONU,,Prior,40,80
H06,858,H06_858,H06_858,PONU,,Prior,100,60
H07,205,H07_205,H07_205,TEST,,Prior,170,300
H07,209,H07_209,H07_209,TEST,,Prior,360,230
H07,210,H07_210,H07_210,TEST,,Prior,310,280
H07,211,H07_211,H07_211,TEST,,Prior,350,250
H07,39,H07_39,H07_39,PONU,,Prior,260,250
H07,40,H07_40,H07_40,TEST,,Prior,495,290
H08,442,H08_442,H08_442,TEST,,Prior,270,213
H08,443,H08_443,H08_443,TEST,,Prior,402,120
H08,444,H08_444,H08_444,TEST,,Prior,394,90
H08,674,H08_674,H08_674,CRHO,,Prior,374,295
H09,650,H09_650,H09_650,CAPA,,Prior,70,300
H09,651,H09_651,H09_651,DRWI,,Prior,260,270
H09,652,H09_652,H09_652,SACO,,Prior,270,280
H10,506,H10_506,H10_506,CAPA,,Prior,90,0
H10,507,H10_507,H10_508,TEST,R1,Prior,140,220
H10,508,H10_508,H10_508,TEST,R1,Prior,125,205
H10,509,H10_509,H10_509,TEST,,Prior,157,187
H10,510,H10_510,H10_510,-999,,Prior,210,500
H10,511,H10_511,H10_511,SACO,,Prior,185,400
H10,512,H10_512,H10_512,SACO,,Prior,320,20
H12,2290,H12_2290,H12_2290,TEST,R1,Prior,400,40
H12,442,H12_442,H12_442,PONU,,Prior,260,370
H12,444,H12_444,H12_444,CAPA,,Prior,60,60
H13,2289,H13_2289,H13_2289,PONU,,Prior,360,310
H13,312,H13_312,H13_312,PONU,,Prior,55,160
H13,313,H13_313,H13_313,PONU,,Prior,90,230
H13,314,H13_314,H13_314,NONI,,Prior,140,260
H13,315,H13_315,H13_315,TEST,,Prior,180,130
H13,316,H13_316,H13_316,TEST,,Prior,410,220
H13,52,H13_52,H13_52,TEST,,Prior,330,340
H14,306,H14_306,H14_306,TEST,R1,Prior,450,350
H14,308,H14_308,H14_306,TEST,R1,Prior,390,320
H15,296,H15_296,H15_296,TEST,,Prior,500,175
H15,298,H15_298,H15_298,TEST,,Prior,500,140
H15,336,H15_336,H15_336,PONU,,Prior,55,440
H15,338,H15_338,H15_338,TEST,,Prior,280,390
H15,340,H15_340,H15_340,TEST,,Prior,300,410
H15,47,H15_47,H15_47,TEST,,Prior,380,470
H15,87,H15_87,H15_87,TEST,,Prior,500,460
H15,91,H15_91,H15_91,CRHO,,Prior,390,130
H16,2288,H16_2288,H16_2288,NONI,,Prior,280,120
H16,344,H16_344,H16_344,DRWI,,Prior,20,190
H16,346,H16_346,H16_346,PONU,,Prior,110,220
H16,348,H16_348,H16_348,NONI,,Prior,130,370
H16,350,H16_350,H16_350,PONU,,Prior,200,330
H16,352,H16_352,H16_352,PONU,,Prior,160,414
H16,354,H16_354,H16_354,PONU,,Prior,170,470
H17,542,H17_542,H17_542,TEST,,Prior,500,480
H18,413,H18_413,H18_413,CRHO,,Prior,220,140
H18,414,H18_414,H18_414,CRHO,,Prior,80,360
H18,542,H18_542,H18_542,TEST,,Prior,500,0
H19,344,H19_344,H19_345,CRHO,R1,Prior,170,70
H19,345,H19_345,H19_345,CRHO,R1,Prior,110,50
H19,347,H19_347,H19_347,SACO,,Prior,235,440
H19,348,H19_348,H19_348,TEST,,Prior,270,410
H19,350,H19_350,H19_350,TEST,,Prior,440,480
H20,72,H20_72,H20_72,-999,,Prior,470,460
H20,74,H20_74,H20_74,PONU,,Prior,135,460
H20,75,H20_75,H20_75,NONI,,Prior,200,340
H20,76,H20_76,H20_76,PONU,,Prior,280,500
H20,77,H20_77,H20_77,TEST,,Prior,380,420
I01,827,I01_827,I01_827,-999,,Prior,400,40
I01,837,I01_837,I01_837,TEST,,Prior,220,453
I01,841,I01_841,I01_841,PONU,,Prior,60,300
I01,842,I01_842,I01_842,TEST,,Prior,65,395
I01,843,I01_843,I01_843,TEST,,Prior,200,280
I01,844,I01_844,I01_844,PONU,,Prior,315,265
I01,845,I01_845,I01_845,TEST,,Prior,235,385
I01,846,I01_846,I01_846,TEST,,Prior,410,110
I01,847,I01_847,I01_847,TEST,,Prior,390,255
I01,848,I01_848,I01_848,TEST,,Prior,360,285
I01,849,I01_849,I01_849,TEST,,Prior,410,255
I01,850,I01_850,I01_850,TEST,,Prior,340,285
I01,851,I01_851,I01_851,NONI,,Prior,420,400
I01,852,I01_852,I01_852,TEST,,Prior,380,435
I01,853,I01_853,I01_853,TEST,,Prior,370,290
I02,1433,I02_1433,I02_1433,TEST,,Prior,120,420
I02,1434,I02_1434,I02_1434,TEST,,Prior,410,420
I02,1435,I02_1435,I02_1435,TEST,,Prior,430,240
I02,1436,I02_1436,I02_1436,TEST,,Prior,470,260
I02,1437,I02_1437,I02_1437,TEST,,Prior,480,270
I02,1480,I02_1480,I02_1480,TEST,,Prior,40,0
I02,1482,I02_1482,I02_1483,TEST,R1,Prior,140,40
I02,1483,I02_1483,I02_1483,TEST,R1,Prior,370,190
I02,1484,I02_1484,I02_1484,TEST,,Prior,310,260
I03,1052,I03_1052,I03_1052,TEST,,Prior,200,10
I03,1053,I03_1053,I03_1055,TEST,R1,Prior,225,40
I03,1054,I03_1054,I03_1054,TEST,,Prior,245,45
I03,1055,I03_1055,I03_1055,TEST,R1,Prior,295,20
I03,1056,I03_1056,I03_1055,TEST,R1,Prior,275,70
I03,1057,I03_1057,I03_1057,TEST,,Prior,335,0
I03,1058,I03_1058,I03_1058,PONU,,Prior,20,340
I03,1059,I03_1059,I03_1059,TEST,,Prior,80,390
I03,1060,I03_1060,I03_1060,PONU,,Prior,90,345
I03,1061,I03_1061,I03_1061,TEST,,Prior,300,325
I03,1062,I03_1062,I03_1062,TEST,,Prior,410,420
I03,1063,I03_1063,I03_1063,TEST,,Prior,485,440
I04,1206,I04_1206,I04_1206,TEST,,Prior,140,310
I04,1207,I04_1207,I04_1207,TEST,,Prior,220,330
I04,1208,I04_1208,I04_1208,TEST,,Prior,320,470
I04,1209,I04_1209,I04_1209,TEST,,Prior,360,30
I04,1210,I04_1210,I04_1210,TEST,,Prior,410,0
I04,1211,I04_1211,I04_1211,TEST,,Prior,470,30
I05,937,I05_937,I05_937,TEST,,Prior,150,415
I05,938,I05_938,I05_938,TEST,,Prior,396,198
I05,939,I05_939,I05_939,TEST,,Prior,395,210
I05,940,I05_940,I05_940,TEST,,Prior,327,96
I05,941,I05_941,I05_941,TEST,,Prior,0,36
I05,942,I05_942,I05_942,TEST,,Prior,0,70
I05,943,I05_943,I05_943,TEST,,Prior,0,123
I05,944,I05_944,I05_944,TEST,,Prior,0,144
I05,945,I05_945,I05_945,TEST,,Prior,30,137
I05,946,I05_946,I05_946,CRHO,,Prior,84,150
I05,947,I05_947,I05_947,TEST,,Prior,80,97
I05,948,I05_948,I05_948,TEST,,Prior,207,405
I05,949,I05_949,I05_949,TEST,,Prior,400,290
I05,959,I05_959,I05_959,TEST,,Prior,240,360
I06,859,I06_859,I06_859,NONI,,Prior,30,20
I06,860,I06_860,I06_860,TEST,,Prior,260,230
I06,861,I06_861,I06_861,TEST,,Prior,30,320
I06,862,I06_862,I06_862,TEST,,Prior,400,500
I07,212,I07_212,I07_212,DRWI,,Prior,280,0
I07,213,I07_213,I07_213,TEST,,Prior,390,160
I07,214,I07_214,I07_214,TEST,,Prior,430,200
I07,215,I07_215,I07_215,TEST,,Prior,460,340
I07,216,I07_216,I07_216,TEST,,Prior,480,80
I07,41,I07_41,I07_41,TEST,,Prior,110,320
I07,42,I07_42,I07_42,TEST,,Prior,110,230
I07,43,I07_43,I07_43,TEST,,Prior,110,260
I07,44,I07_44,I07_44,TEST,,Prior,150,210
I07,46,I07_46,I07_46,TEST,,Prior,110,180
I07,47,I07_47,I07_47,TEST,,Prior,120,180
I08,445,I08_445,I08_445,TEST,,Prior,355,75
I08,446,I08_446,I08_446,TEST,,Prior,438,77
I08,447,I08_447,I08_447,TEST,,Prior,376,104
I08,449,I08_449,I08_449,TEST,,Prior,367,100
I08,450,I08_450,I08_450,TEST,,Prior,351,157
I08,676,I08_676,I08_676,TEST,,Prior,330,200
I08,677,I08_677,I08_677,TEST,,Prior,365,170
I09,653,I09_653,I09_654,TEST,R1,Prior,90,330
I09,654,I09_654,I09_654,TEST,R1,Prior,130,390
I09,655,I09_655,I09_655,TEST,,Prior,230,400
I09,656,I09_656,I09_656,TEST,,Prior,380,220
I10,514,I10_514,I10_514,CAPA,,Prior,110,165
I10,515,I10_515,I10_515,-999,,Prior,140,295
I10,516,I10_516,I10_516,TEST,,Prior,140,360
I10,517,I10_517,I10_517,TEST,,Prior,410,320
I10,518,I10_518,I10_518,TEST,,Prior,370,250
I11,178,I11_178,I11_180,TEST,R1,Prior,155,300
I11,179,I11_179,I11_179,TEST,,Prior,220,300
I11,180,I11_180,I11_180,TEST,R1,Prior,240,300
I11,181,I11_181,I11_181,TEST,,Prior,280,270
I11,182,I11_182,I11_182,TEST,,Prior,280,265
I11,183,I11_183,I11_183,TEST,,Prior,290,240
I11,184,I11_184,I11_184,TEST,,Prior,350,500
I11,185,I11_185,I11_185,CRHO,,Prior,440,70
I11,186,I11_186,I11_186,CRHO,,Prior,460,55
I12,250,I12_250,I12_250,PONU,,Prior,360,450
I12,445,I12_445,I12_445,TEST,,Prior,190,110
I12,446,I12_446,I12_446,PONU,,Prior,230,470
I12,447,I12_447,I12_447,TEST,,Prior,460,430
I13,249,I13_249,I13_249,PONU,,Prior,230,115
I13,252,I13_252,I13_252,PONU,,Prior,500,120
I13,254,I13_254,I13_254,NONI,,Prior,300,160
I13,316,I13_316,I13_316,TEST,,Prior,450,360
I13,317,I13_317,I13_317,TEST,,Prior,460,360
I14,302,I14_302,I14_302,TEST,,Prior,240,450
I14,304,I14_304,I14_304,PONU,,Prior,90,310
I14,307,I14_307,I14_307,TEST,,Prior,310,500
I14,309,I14_309,I14_309,NONI,,Prior,480,210
I14,312,I14_312,I14_312,TEST,,Prior,70,80
I14,496,I14_496,I14_496,PONU,,Prior,420,40
I14,497,I14_497,I14_497,TEST,,Prior,390,200
I15,147,I15_147,I15_147,TEST,,Prior,320,20
I15,290,I15_290,I15_290,PONU,,Prior,210,300
I15,292,I15_292,I15_292,TEST,,Prior,80,410
I15,294,I15_294,I15_294,TEST,,Prior,0,390
I15,301,I15_301,I15_301,TEST,,Prior,170,170
I15,303,I15_303,I15_303,TEST,,Prior,280,35
I15,305,I15_305,I15_305,TEST,,Prior,300,30
I15,319,I15_319,I15_319,TEST,,Prior,180,455
I16,286,I16_286,I16_286,TEST,,Prior,260,90
I16,288,I16_288,I16_288,TEST,,Prior,260,60
I16,295,I16_295,I16_295,TEST,,Prior,410,115
I16,297,I16_297,I16_297,TEST,,Prior,450,120
I16,299,I16_299,I16_299,TEST,,Prior,400,100
I16,321,I16_321,I16_321,TEST,,Prior,240,260
I16,323,I16_323,I16_323,TEST,,Prior,210,260
I16,325,I16_325,I16_325,TEST,,Prior,170,250
I16,327,I16_327,I16_327,TEST,,Prior,170,210
I16,356,I16_356,I16_356,TEST,,Prior,110,310
I16,358,I16_358,I16_358,PONU,,Prior,30,330
I16,360,I16_360,I16_360,PONU,,Prior,90,410
I16,63,I16_63,I16_63,CAPA,,Prior,300,460
I17,546,I17_546,I17_546,TEST,,Prior,430,500
I18,415,I18_415,I18_416,TEST,R1,Prior,240,85
I18,416,I18_416,I18_416,TEST,R1,Prior,350,130
I18,417,I18_417,I18_417,CAPA,,Prior,270,30
I18,418,I18_418,I18_418,TEST,,Prior,370,190
I18,419,I18_419,I18_419,TEST,,Prior,420,70
I18,420,I18_420,I18_420,-999,,Prior,270,300
I18,546,I18_546,I18_546,TEST,,Prior,430,0
I19,351,I19_351,I19_351,CRHO,,Prior,320,60
I19,351-1,I19_351-1,I19_351-1,PONU,,Prior,350,60
I19,354,I19_354,I19_354,CRHO,,Prior,290,230
I19,355,I19_355,I19_355,CRHO,,Prior,280,235
I19,357,I19_357,I19_359,CRHO,R1,Prior,400,220
I19,358,I19_358,I19_359,CRHO,R1,Prior,385,220
I19,359,I19_359,I19_359,CRHO,R1,Prior,380,250
I20,2330,I20_2330,I20_2330,-999,,Prior,410,70
I20,78,I20_78,I20_78,TEST,,Prior,130,130
I20,79,I20_79,I20_79,TEST,,Prior,105,60
I20,80,I20_80,I20_80,TEST,,Prior,110,0
I20,81,I20_81,I20_81,TEST,,Prior,230,120
I20,82,I20_82,I20_82,PONU,,Prior,280,375
I20,83,I20_83,I20_83,PONU,,Prior,320,370
I20,84,I20_84,I20_84,PONU,,Prior,300,390
J01,854,J01_854,J01_854,TEST,,Prior,160,230
J01,855,J01_855,J01_855,TEST,,Prior,175,120
J01,856,J01_856,J01_856,TEST,,Prior,210,200
J01,857,J01_857,J01_857,TEST,,Prior,380,75
J02,1438,J02_1438,J02_1438,TEST,,Prior,0,250
J02,1439,J02_1439,J02_1439,TEST,,Prior,0,250
J02,1440,J02_1440,J02_1442,TEST,R1,Prior,20,240
J02,1441,J02_1441,J02_1441,TEST,,Prior,20,230
J02,1442,J02_1442,J02_1442,TEST,R1,Prior,20,210
J02,1443,J02_1443,J02_1442,TEST,R1,Prior,30,195
J02,1444,J02_1444,J02_1442,TEST,R1,Prior,20,195
J02,1445,J02_1445,J02_1446,TEST,R3,Prior,420,420
J02,1446,J02_1446,J02_1446,TEST,R3,Prior,400,430
J02,1447,J02_1447,J02_1447,PONU,,Prior,400,460
J02,1485,J02_1485,J02_1485,NONI,,Prior,370,150
J02,1486,J02_1486,J02_1486,TEST,,Prior,320,160
J02,1487,J02_1487,J02_1487,TEST,,Prior,130,400
J02,1488,J02_1488,J02_1488,TEST,,Prior,480,120
J02,1489,J02_1489,J02_1489,TEST,,Prior,480,120
J02,1490,J02_1490,J02_1490,PONU,,Prior,500,230
J02,1491,J02_1491,J02_1491,TEST,,Prior,450,360
J02,1492,J02_1492,J02_1492,TEST,,Prior,470,340
J02,1493,J02_1493,J02_1493,TEST,,Prior,160,60
J03,1064,J03_1064,J03_1064,TEST,,Prior,150,420
J03,1065,J03_1065,J03_1065,TEST,,Prior,160,240
J03,1066,J03_1066,J03_1066,TEST,,Prior,290,170
J03,1067,J03_1067,J03_1067,TEST,,Prior,210,470
J03,1068,J03_1068,J03_1068,TEST,,Prior,500,430
J03,1069,J03_1069,J03_1069,TEST,,Prior,350,35
J03,1070,J03_1070,J03_1070,TEST,,Prior,470,37
J03,1071,J03_1071,J03_1071,TEST,,Prior,500,135
J04,1212,J04_1212,J04_1212,TEST,,Prior,80,70
J04,1213,J04_1213,J04_1213,TEST,,Prior,90,50
J04,1214,J04_1214,J04_1214,TEST,,Prior,90,30
J04,1215,J04_1215,J04_1215,TEST,,Prior,240,290
J04,1216,J04_1216,J04_1216,TEST,,Prior,220,200
J04,1217,J04_1217,J04_1217,TEST,,Prior,330,80
J04,1218,J04_1218,J04_1218,TEST,,Prior,280,360
J04,1219,J04_1219,J04_1219,TEST,,Prior,500,20
J04,1220,J04_1220,J04_1220,PONU,,Prior,390,150
J04,1222,J04_1222,J04_1222,TEST,,Prior,410,210
J04,1223,J04_1223,J04_1223,TEST,R1,Prior,400,280
J04,2325,J04_2325,J04_2325,TEST,,Prior,350,350
J05,2326,J05_2326,J05_2326,TEST,,Prior,290,358
J05,2327,J05_2327,J05_2327,TEST,,Prior,320,375
J05,950,J05_950,J05_950,TEST,,Prior,40,310
J05,951,J05_951,J05_951,TEST,,Prior,260,455
J05,952,J05_952,J05_952,TEST,,Prior,245,413
J05,955,J05_955,J05_955,TEST,,Prior,142,385
J05,956,J05_956,J05_956,TEST,,Prior,306,310
J05,957,J05_957,J05_957,PONU,,Prior,340,312
J05,958,J05_958,J05_958,TEST,,Prior,350,282
J06,863,J06_863,J06_863,TEST,,Prior,258,165
J06,864,J06_864,J06_864,TEST,,Prior,150,280
J06,865,J06_865,J06_865,PONU,,Prior,160,100
J06,866,J06_866,J06_866,PONU,,Prior,155,160
J06,867,J06_867,J06_867,TEST,,Prior,210,440
J06,868,J06_868,J06_868,TEST,,Prior,350,320
J06,869,J06_869,J06_869,TEST,,Prior,340,370
J06,870,J06_870,J06_870,NONI,,Prior,0,160
J07,217,J07_217,J07_217,TEST,,Prior,80,310
J07,218,J07_218,J07_218,TEST,,Prior,90,320
J07,219,J07_219,J07_219,NONI,,Prior,130,330
J07,220,J07_220,J07_220,TEST,,Prior,310,470
J07,221,J07_221,J07_221,TEST,,Prior,440,380
J07,45,J07_45,J07_45,TEST,,Prior,140,120
J07,48,J07_48,J07_48,TEST,,Prior,146,110
J07,49,J07_49,J07_49,NONI,,Prior,190,130
J07,50,J07_50,J07_50,NONI,,Prior,400,0
J07,51,J07_51,J07_51,TEST,,Prior,400,400
J08,678,J08_678,J08_678,PONU,,Prior,345,246
J09,658,J09_658,J09_658,TEST,R1,Prior,20,70
J09,659,J09_659,J09_658,TEST,R1,Prior,0,60
J09,660,J09_660,J09_658,TEST,R1,Prior,25,60
J09,662,J09_662,J09_662,TEST,,Prior,75,170
J09,663,J09_663,J09_663,TEST,,Prior,60,260
J09,664,J09_664,J09_664,TEST,,Prior,140,250
J09,665,J09_665,J09_665,TEST,,Prior,170,230
J09,666,J09_666,J09_666,TEST,,Prior,146,120
J09,667,J09_667,J09_667,TEST,,Prior,230,150
J09,668,J09_668,J09_668,TEST,,Prior,222,250
J09,669,J09_669,J09_669,-999,,Prior,370,420
J10,519,J10_519,J10_519,TEST,,Prior,145,500
J10,520,J10_520,J10_520,TEST,,Prior,175,500
J10,521,J10_521,J10_521,TEST,,Prior,280,460
J10,522,J10_522,J10_522,TEST,,Prior,320,240
J10,523,J10_523,J10_523,-999,,Prior,415,485
J11,187,J11_187,J11_187,TEST,,Prior,110,400
J11,188,J11_188,J11_188,TEST,,Prior,335,350
J11,190,J11_190,J11_190,CRHO,,Prior,410,400
J11,191,J11_191,J11_191,PONU,,Prior,400,0
J12,449,J12_449,J12_449,CRHO,,Prior,500,140
J12,450,J12_450,J12_450,TEST,,Prior,320,210
J12,451,J12_451,J12_451,TEST,,Prior,500,300
J13,255,J13_255,J13_255,PONU,,Prior,0,20
J13,256,J13_256,J13_256,PONU,,Prior,0,320
J13,318,J13_318,J13_318,CRHO,,Prior,265,300
J13,319,J13_319,J13_319,TEST,,Prior,340,390
J14,258,J14_258,J14_258,PONU,,Prior,220,270
J14,260,J14_260,J14_260,DRWI,,Prior,500,290
J14,261,J14_261,J14_261,CAPA,,Prior,100,350
J14,263,J14_263,J14_263,TEST,,Prior,80,500
J14,311,J14_311,J14_311,TEST,,Prior,0,230
J14,498,J14_498,J14_498,TEST,,Prior,310,250
J14,499,J14_499,J14_499,TEST,,Prior,340,220
J14,50,J14_50,J14_50,PONU,,Prior,180,270
J14,500,J14_500,J14_500,DRWI,,Prior,70,90
J15,148,J15_148,J15_148,CRHO,,Prior,190,450
J15,151,J15_151,J15_151,TEST,,Prior,215,390
J15,152,J15_152,J15_152,TEST,,Prior,245,370
J15,264,J15_264,J15_264,PONU,,Prior,400,0
J15,265,J15_265,J15_265,TEST,,Prior,80,25
J15,266,J15_266,J15_266,-999,,Prior,390,40
J15,269,J15_269,J15_269,TEST,,Prior,120,320
J15,270,J15_270,J15_270,TEST,,Prior,385,210
J15,271,J15_271,J15_271,TEST,,Prior,135,320
J15,273,J15_273,J15_273,TEST,,Prior,135,340
J15,274,J15_274,J15_274,TEST,,Prior,290,300
J15,276,J15_276,J15_276,TEST,,Prior,295,245
J15,277,J15_277,J15_277,TEST,,Prior,195,345
J15,279,J15_279,J15_279,CRHO,,Prior,205,410
J15,281,J15_281,J15_281,TEST,,Prior,135,475
J15,283,J15_283,J15_283,TEST,,Prior,100,470
J15,48,J15_48,J15_48,TEST,,Prior,255,270
J15,88,J15_88,J15_88,-999,,Prior,190,320
J15,89,J15_89,J15_89,TEST,,Prior,0,280
J16,285,J16_285,J16_285,TEST,,Prior,30,40
J16,287,J16_287,J16_287,TEST,,Prior,120,60
J16,289,J16_289,J16_289,TEST,,Prior,120,100
J16,291,J16_291,J16_291,CRHO,,Prior,160,80
J16,293,J16_293,J16_293,TEST,,Prior,30,210
J16,30,J16_30,J16_30,TEST,,Prior,60,480
J16,31,J16_31,J16_31,TEST,,Prior,490,390
J16,32,J16_32,J16_32,CRHO,,Prior,460,440
J16,329,J16_329,J16_329,TEST,,Prior,50,260
J16,86,J16_86,J16_86,PONU,,Prior,110,260
J17,547,J17_547,J17_547,TEST,,Prior,30,370
J17,548,J17_548,J17_548,TEST,,Prior,80,380
J17,549,J17_549,J17_549,TEST,,Prior,60,160
J17,550,J17_550,J17_550,CAPA,,Prior,80,280
J17,551,J17_551,J17_551,SACO,,Prior,70,210
J17,552,J17_552,J17_552,SACO,,Prior,75,200
J17,553,J17_553,J17_553,SACO,,Prior,140,100
J17,554,J17_554,J17_554,CRHO,,Prior,140,90
J17,556,J17_556,J17_556,TEST,,Prior,160,430
J17,557,J17_557,J17_557,NONI,,Prior,300,500
J17,560,J17_560,J17_560,CRHO,,Prior,410,40
J18,421,J18_421,J18_421,CRHO,,Prior,20,30
J18,422,J18_422,J18_422,TEST,,Prior,260,50
J18,423,J18_423,J18_423,CRHO,,Prior,260,20
J18,424,J18_424,J18_424,CRHO,,Prior,220,60
J18,427,J18_427,J18_427,TEST,,Prior,420,240
J18,428,J18_428,J18_428,CRHO,,Prior,430,160
J18,429,J18_429,J18_429,TEST,,Prior,230,80
J18,431,J18_431,J18_431,CRHO,,Prior,0,185
J19,33,J19_33,J19_33,NONI,,Prior,300,70
J19,34,J19_34,J19_34,TEST,,Prior,60,470
J19,543,J19_543,J19_543,TEST,,Prior,460,460
J19,544,J19_544,J19_544,TEST,,Prior,150,470
J19,545,J19_545,J19_545,NONI,,Prior,470,200
J19,559,J19_559,J19_559,TEST,,Prior,330,450
J20,102,J20_102,J20_102,TEST,,Prior,190,390
J20,103,J20_103,J20_103,TEST,,Prior,286,300
J20,105,J20_105,J20_105,TEST,,Prior,231,77
J20,106,J20_106,J20_106,MYPA,,Prior,256,37
J20,109,J20_109,J20_109,AMLU,,Prior,445,190
J20,111,J20_111,J20_111,GEAV,,Prior,335,476
J20,189,J20_189,J20_189,TEST,,Prior,493,11
J20,406,J20_406,J20_406,GEAV,,Prior,500,210
J20,85,J20_85,J20_85,SACO,,Prior,64,358
J20,85-1,J20_85-1,J20_85-1,-999,,Prior,60,350
J20,86,J20_86,J20_86,SACO,,Prior,45,210
J20,86-1,J20_86-1,J20_86-1,PONU,,Prior,40,220
K01,858,K01_858,K01_858,TEST,,Prior,450,450
K01,859,K01_859,K01_859,NONI,,Prior,220,350
K01,860,K01_860,K01_860,TEST,,Prior,340,485
K01,861,K01_861,K01_861,TEST,,Prior,220,240
K02,1495,K02_1495,K02_1495,TEST,,Prior,270,60
K02,1496,K02_1496,K02_1496,-999,,Prior,320,460
K02,1497,K02_1497,K02_1497,TEST,,Prior,280,40
K02,1498,K02_1498,K02_1498,TEST,,Prior,270,90
K02,1499,K02_1499,K02_1499,TEST,,Prior,290,90
K02,1500,K02_1500,K02_1500,TEST,,Prior,310,60
K02,1501,K02_1501,K02_1501,TEST,,Prior,390,60
