quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y,dbh,condition,crown_position,shape,damage,observation,ExactDate,censusID
B16,22,B16_22,B16_22,CRHO,,Prior,475,275,7.8,V,IN,I,,,2/3/2024,2024
B16,7,B16_7,B16_7,CAPA,,Prior,240,140,6.3,M,-999,,Dq,merto cortado,2/3/2024,2024
B16,76,B16_76,B16_76,TEST,,Prior,400,390,10.8,V,CD,,,,2/3/2024,2024
B16,77,B16_77,B16_77,TEST,,Prior,400,460,6.6,V,CD,,,,2/3/2024,2024
B16,8,B16_8,B16_8,DRWI,,Prior,170,220,11.3,V,CD,,,,2/3/2024,2024
B16,9,B16_9,B16_9,DRWI,,Prior,180,370,7,V,IN,,,,2/3/2024,2024
B17,512,B17_512,B17_512,TEST,,Prior,60,45,11.4,V,IN,,,,2/3/2024,2024
B17,513,B17_513,B17_513,CAPA,,Prior,200,170,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B17,514,B17_514,B17_514,TEST,,Prior,210,470,7.9,V,IN,,,,2/3/2024,2024
B17,515,B17_515,B17_515,TEST,,Prior,240,400,7.3,V,IN,,,,2/3/2024,2024
B17,516,B17_516,B17_516,TEST,,Prior,300,470,11,V,CD,,,,2/3/2024,2024
B17,517,B17_517,B17_517,TEST,,Prior,350,455,17.5,V,CD,,,,2/3/2024,2024
B17,518,B17_518,B17_518,TEST,,Prior,400,230,7.4,V,CD,I,,,2/3/2024,2024
B17,533,B17_533,B17_533,TEST,,Prior,250,450,17.2,V,CD,,,,2/3/2024,2024
B17,534,B17_534,B17_534,TEST,,Prior,280,420,11.8,V,CD,,,,2/3/2024,2024
B17,536,B17_536,B17_536,TEST,,Prior,320,310,9.6,V,CD,,,,2/3/2024,2024
B17,538,B17_538,B17_538,TEST,,Prior,100,350,15.8,V,DO,,,,2/3/2024,2024
B17,539,B17_539,B17_539,TEST,,Prior,90,240,12.8,V,CD,,,,2/3/2024,2024
B17,543,B17_543,B17_543,TEST,,Prior,90,210,12,V,CD,,,,2/3/2024,2024
B17,544,B17_544,B17_544,TEST,,Prior,80,220,10,V,IN,,,,2/3/2024,2024
B17,81,B17_81,B17_81,TEST,,Prior,415,250,25.5,V,DO,I,,,2/3/2024,2024
B17,82,B17_82,B17_82,TEST,,Prior,405,200,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B17,83,B17_83,B17_83,TEST,,Prior,390,270,13.1,V,CD,,,,2/3/2024,2024
B17,84,B17_84,B17_84,TEST,,Prior,475,350,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B17,85,B17_85,B17_85,TEST,,Prior,430,360,8.2,V,CD,,,,2/3/2024,2024
B18,16,B18_16,B18_16,CAPA,,Prior,210,340,9.7,V,CD,I,,,2/3/2024,2024
B18,17,B18_17,B18_17,DRWI,,Prior,280,100,22,V,DO,,,,2/3/2024,2024
B18,18,B18_18,B18_18,TEST,,Prior,270,40,12.4,V,CD,,,,2/3/2024,2024
B18,34,B18_34,B18_34,DRWI,,Prior,230,410,7.1,V,IN,,,,2/3/2024,2024
B18,520,B18_520,B18_520,DRWI,,Prior,250,350,7.1,E,BD,I,,,2/3/2024,2024
B18,523,B18_523,B18_523,DRWI,,Prior,110,500,45.2,M,BD,,Dq,Dq,2/3/2024,2024
B18,525,B18_525,B18_525,TEST,,Prior,60,450,11.4,M,BD,,Dq,Dq,2/3/2024,2024
B18,526,B18_526,B18_526,DRWI,,Prior,380,90,9.2,V,IN,,,,2/3/2024,2024
B18,529,B18_529,B18_529,TEST,,Prior,20,240,12.9,V,IN,,,,2/3/2024,2024
B18,531,B18_531,B18_531,TEST,,Prior,30,160,7.6,V,IN,,,,2/3/2024,2024
B18,532,B18_532,B18_532,TEST,,Prior,110,170,11.5,V,IN,,,,2/3/2024,2024
B18,537,B18_537,B18_537,TEST,,Prior,20,70,12.5,V,CD,,,,2/3/2024,2024
B18,96,B18_96,B18_96,TEST,,Prior,100,80,8,V,IN,,,,2/3/2024,2024
B18,97,B18_97,B18_97,TEST,,Prior,30,240,9.5,V,IN,,,,2/3/2024,2024
B19,313,B19_313,B19_313,TEST,,Prior,47,330,14.1,V,CD,r,,,2/3/2024,2024
B19,314,B19_314,B19_314,TEST,R1,Prior,58,320,12,V,IN,r,,,2/3/2024,2024
B19,316,B19_316,B19_314,TEST,R1,Prior,160,450,5,V,IN,,,,2/3/2024,2024
B19,317,B19_317,B19_317,NONI,,Prior,180,270,20.5,V,IN,,,,2/3/2024,2024
B19,318,B19_318,B19_318,NONI,,Prior,180,180,14.8,V,CD,,,,2/3/2024,2024
B19,319,B19_319,B19_314,TEST,R1,Prior,110,180,6,V,IN,I,,,2/3/2024,2024
B19,320,B19_320,B19_314,TEST,R1,Prior,110,160,10.9,V,IN,I,,,2/3/2024,2024
B19,321,B19_321,B19_321,-999,,Prior,90,130,5.1,M,-999,,,Muerto,2/3/2024,2024
B19,322,B19_322,B19_322,-999,,Prior,90,50,7.8,V,BD,,,Encontrado,2/3/2024,2024
B19,388,B19_388,B19_388,TEST,,Prior,130,100,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B19,519,B19_519,B19_519,NONI,,Prior,0,340,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B19,746,B19_746,B19_746,AMLU,,Prior,330,340,4.9,V,IN,,,,2/3/2024,2024
B19,8,B19_8,B19_8,CAPA,,Prior,120,250,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B19,9,B19_9,B19_9,NONI,,Prior,460,470,17.5,V,DO,,,Corregir a #6,2/3/2024,2024
B20,14,B20_14,B20_14,TEST,R1,Prior,145,40,11.7,V,IN,,,,2/3/2024,2024
B20,15,B20_15,B20_14,TEST,R1,Prior,125,0,8.3,V,IN,,,,2/3/2024,2024
B20,16,B20_16,B20_16,AMLU,,Prior,150,50,8.5,V,IN,,,,2/3/2024,2024
B20,18,B20_18,B20_18,NONI,,Prior,225,20,11.5,V,IN,,,,2/3/2024,2024
B20,19,B20_19,B20_19,-999,,Prior,100,50,-999,A,-999,-999,,No encontrado,2/3/2024,2024
B20,20,B20_20,B20_20,CAPA,,Prior,125,280,19.8,E,IN,,,,2/3/2024,2024
B20,21,B20_21,B20_21,AMLU,,Prior,214,400,5.9,V,BD,,,,2/3/2024,2024
B20,22,B20_22,B20_22,AMLU,,Prior,185,270,6,V,IN,,,,2/3/2024,2024
B20,23,B20_23,B20_23,AMLU,,Prior,40,330,8.2,V,CD,,,,2/3/2024,2024
C01,807,C01_807,C01_807,CRHO,,Prior,70,330,7.7,V,BD,r,,dap medido sin ramas,2/4/2024,2024
C01,808,C01_808,C01_808,-999,,Prior,65,310,7,V,BD,,,,2/4/2024,2024
C01,809,C01_809,C01_809,CRHO,,Prior,30,280,7.2,V,BD,I,,,2/4/2024,2024
C01,810,C01_810,C01_810,CRHO,,Prior,360,345,5,V,BD,Z,,,2/4/2024,2024
C01,811,C01_811,C01_811,CRHO,,Prior,255,370,9.7,V,BD,A,,,2/4/2024,2024
C01,812,C01_812,C01_812,CAPA,,Prior,240,230,9.3,V,BD,A,,,2/4/2024,2024
C01,813,C01_813,C01_813,CRHO,,Prior,160,270,5.5,V,CD,A,De,ramas encima,2/4/2024,2024
C01,814,C01_814,C01_814,-999,,Prior,230,170,9.8,V,BD,r,,,2/4/2024,2024
C01,815,C01_815,C01_815,CAPA,,Prior,435,150,6.1,V,BD,A,De,ramas encima,2/4/2024,2024
C01,816,C01_816,C01_816,CAPA,,Prior,435,130,6.9,M,-999,,,,2/4/2024,2024
C02,1407,C02_1407,C02_1407,CRHO,,Prior,500,140,10.3,V,BD,r,De,cayó árbol encima de parcela,2/4/2024,2024
C02,1408,C02_1408,C02_1408,CRHO,,Prior,500,210,11.8,V,BD,r,De,cayó árbol encima de parcela,2/4/2024,2024
C02,1409,C02_1409,C02_1409,CRHO,,Prior,460,230,9.3,V,BD,r,De,cayó árbol encima de parcela,2/4/2024,2024
C02,1458,C02_1458,C02_1458,CRHO,,Prior,500,190,5.8,V,BD,r,De,cayó árbol encima de parcela,2/4/2024,2024
C03,1027,C03_1027,C03_1027,NONI,,Prior,210,360,65,V,EM,,,dap sin musgo,2/4/2024,2024
C04,1177,C04_1177,C04_1177,TEST,,Prior,220,310,6.1,V,BD,I,,,2/4/2024,2024
C04,1178,C04_1178,C04_1178,TEST,,Prior,300,280,6.9,V,IN,,,,2/4/2024,2024
C04,1179,C04_1179,C04_1179,TEST,,Prior,340,280,7.2,V,BD,,,,2/4/2024,2024
C04,1180,C04_1180,C04_1180,PONU,,Prior,300,50,45.3,V,CD,,,,2/4/2024,2024
C04,1181,C04_1181,C04_1181,EUCO,,Prior,28,0,36.8,V,DO,T,,sí ulmo,2/4/2024,2024
C05,911,C05_911,C05_911,DRWI,,Prior,0,4,32,V,CD,,,,2/4/2024,2024
C05,912,C05_912,C05_912,NONI,,Prior,323,410,-999,M,-999,,Dq,Dq,2/4/2024,2024
C05,913,C05_913,C05_913,TEST,,Prior,410,350,13.7,V,IN,Z,,se quitó musgo ,2/4/2024,2024
C05,914,C05_914,C05_914,TEST,,Prior,460,280,10.1,V,CD,A,,,2/4/2024,2024
C06,816,C06_816,C06_816,SACO,,Prior,190,175,22.3,V,IN,,Dd,sin copa,2/4/2024,2024
C06,817,C06_817,C06_817,SACO,,Prior,60,80,7.8,V,IN,A,,,2/4/2024,2024
C06,818,C06_818,C06_818,SACO,,Prior,60,108,5.3,V,IN,,,,2/4/2024,2024
C06,819,C06_819,C06_819,SACO,,Prior,36,98,19.8,V,IN,,,,2/4/2024,2024
C06,820,C06_820,C06_820,-999,,Prior,416,26,-999,M,-999,,,,2/4/2024,2024
C07,288,C07_288,C07_288,CAPA,,Prior,180,250,7,M,-999,,,mucho musgo,2/4/2024,2024
C07,290,C07_290,C07_290,CAPA,,Prior,230,480,8.8,M,-999,,Dq,decapitado,2/4/2024,2024
C07,391,C07_391,C07_391,TEST,,Prior,70,440,12.6,V,BD,r,C,caído,2/4/2024,2024
C07,392,C07_392,C07_392,PONU,,Prior,170,460,35.5,V,EM,A,,,2/4/2024,2024
C08,514,C08_514,C08_514,NONI,,Prior,160,111,24.1,V,EM,,,chapa reeemplazada por 514,2/4/2024,2024
C08,582,C08_582,C08_582,SACO,,Prior,163,500,8.8,V,BD,A,,,2/4/2024,2024
C08,584,C08_584,C08_584,TEST,,Prior,307,480,7.2,E,BD,A,De,árbol encima,2/4/2024,2024
C08,585,C08_585,C08_585,DRWI,,Prior,457,449,10.4,V,DO,,,,2/4/2024,2024
C08,586,C08_586,C08_586,TEST,,Prior,422,284,7,V,BD,r,,,2/4/2024,2024
C08,587,C08_587,C08_587,TEST,,Prior,286,309,7,V,IN,I,,,2/4/2024,2024
C08,588,C08_588,C08_588,TEST,,Prior,186,179,9.8,V,IN,I,,,2/4/2024,2024
C08,589,C08_589,C08_589,-999,,Prior,196,151,-999,M,-999,,,,2/4/2024,2024
C08,590,C08_590,C08_590,TEST,,Prior,226,136,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C08,592,C08_592,C08_592,TEST,,Prior,20,13,-999,E,BD,r,De,árbol encima (no se pudo medir dap),2/4/2024,2024
C08,593,C08_593,C08_593,SACO,,Prior,90,247,8.8,V,BD,A,De,arbol encima ,2/4/2024,2024
C08,594,C08_594,C08_594,SACO,,Prior,373,24,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C09,2313,C09_2313,C09_2313,AMME,,Prior,370,140,21.6,V,BD,r,,cambió a 2313,2/4/2024,2024
C09,602,C09_602,C09_602,DRWI,,Prior,410,500,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C09,603,C09_603,C09_603,DRWI,,Prior,10,310,11,V,CD,,,,2/4/2024,2024
C09,604,C09_604,C09_604,DRWI,,Prior,30,90,7.5,V,BD,I,,,2/4/2024,2024
C09,605,C09_605,C09_605,DRWI,,Prior,100,200,9.1,M,BD,,C,caído sobre otros,2/4/2024,2024
C09,606,C09_606,C09_606,TEST,,Prior,90,110,6.6,V,IN,I,,,2/4/2024,2024
C09,608,C09_608,C09_608,TEST,,Prior,160,120,8.5,V,IN,I,,,2/4/2024,2024
C09,609,C09_609,C09_609,TEST,,Prior,240,340,7.9,V,BD,I,,,2/4/2024,2024
C09,610,C09_610,C09_610,TEST,,Prior,340,340,9.1,V,CD,,,,2/4/2024,2024
C09,611,C09_611,C09_611,TEST,,Prior,420,430,15.9,V,CD,,,,2/4/2024,2024
C09,612,C09_612,C09_612,TEST,,Prior,410,350,7.9,V,IN,A,,dap sin musgo,2/4/2024,2024
C09,613,C09_613,C09_613,TEST,,Prior,400,290,11,V,IN,,,,2/4/2024,2024
C09,614,C09_614,C09_614,TEST,,Prior,330,270,6.8,Mo,IN,,Sh,ramas secas,2/4/2024,2024
C09,615,C09_615,C09_615,TEST,,Prior,410,226,9.4,E,IN,I,,,2/4/2024,2024
C09,616,C09_616,C09_616,TEST,,Prior,420,185,6.4,V,EM,,,,2/4/2024,2024
C09,618,C09_618,C09_618,TEST,,Prior,390,130,7.3,V,IN,I,,tiene ramas encima y musgo,2/4/2024,2024
C09,619,C09_619,C09_619,TEST,,Prior,300,30,9,V,IN,,,,2/4/2024,2024
C09,621,C09_621,C09_621,TEST,,Prior,490,260,7.5,V,IN,,,,2/4/2024,2024
C10,974,C10_974,C10_974,DRWI,R1,Prior,15,200,13.1,V,IN,Z,,R1,2/4/2024,2024
C10,975,C10_975,C10_974,DRWI,R1,Prior,10,220,11.5,M,-999,r,Dq,R1 Dq,2/4/2024,2024
C10,976,C10_976,C10_976,DRWI,,Prior,27,144,8.9,V,CD,,,,2/4/2024,2024
C10,977,C10_977,C10_977,-999,,Prior,70,30,11.6,M,-999,,,,2/4/2024,2024
C10,978,C10_978,C10_978,DRWI,,Prior,230,40,10.5,V,DO,,,,2/4/2024,2024
C10,979,C10_979,C10_979,DRWI,,Prior,255,80,12.5,V,DO,,,,2/4/2024,2024
C10,980,C10_980,C10_980,PONU,,Prior,375,12,11.9,E,BD,A,,,2/4/2024,2024
C10,981,C10_981,C10_981,TEST,,Prior,224,185,12.4,V,IN,r,,,2/4/2024,2024
C10,982,C10_982,C10_982,DRWI,,Prior,237,228,9.1,V,IN,r,,,2/4/2024,2024
C10,983,C10_983,C10_983,DRWI,,Prior,310,150,8,M,-999,r,Dq,Dq,2/4/2024,2024
C10,984,C10_984,C10_984,PONU,,Prior,475,470,31.5,V,CD,,,,2/4/2024,2024
C11,129,C11_129,C11_129,CRHO,,Prior,140,225,9.9,M,BD,,C,caído,2/4/2024,2024
C11,130,C11_130,C11_130,NONI,,Prior,160,390,11.3,V,DO,,,,2/4/2024,2024
C11,131,C11_131,C11_131,DRWI,,Prior,355,345,10.5,V,CD,,,,2/4/2024,2024
C11,133,C11_133,C11_133,AMLU,,Prior,495,160,5.6,V,BD,r,,,2/4/2024,2024
C11,134,C11_134,C11_135,PONU,R1,Prior,450,110,5.3,V,BD,r,,R1,2/4/2024,2024
C11,135,C11_135,C11_135,PONU,R1,Prior,380,0,15.1,V,BD,r,,R1,2/4/2024,2024
C11,136,C11_136,C11_135,PONU,R1,Prior,320,140,7.4,M,-999,r,De,R1,2/4/2024,2024
C12,415,C12_415,C12_415,TEST,,Prior,15,350,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C12,416,C12_416,C12_416,NONI,,Prior,380,420,22.1,V,CD,,,,2/4/2024,2024
C12,417,C12_417,C12_417,CAPA,,Prior,440,400,6.8,V,IN,A,,,2/4/2024,2024
C13,570,C13_570,C13_570,DRWI,,Prior,300,0,9.3,V,CD,Z,,canelo,2/4/2024,2024
C13,571,C13_571,C13_571,DRWI,,Prior,50,460,-999,A,-999,-999,De,parcela tapada en quila,2/4/2024,2024
C14,457,C14_457,C14_457,DRWI,,Prior,0,455,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C14,458,C14_458,C14_458,AMLU,,Prior,80,350,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C14,459,C14_459,C14_459,DRWI,,Prior,170,320,35,V,CD,I,,,2/4/2024,2024
C14,460,C14_460,C14_460,CRHO,,Prior,120,320,11.6,Mo,BD,r,Sh,sin hojas,2/4/2024,2024
C14,461,C14_461,C14_461,CRHO,,Prior,150,350,-999,A,-999,-999,,chapa caída,2/4/2024,2024
C14,462,C14_462,C14_462,DRWI,R1,Prior,170,330,9.2,V,IN,A,,canelo R1,2/4/2024,2024
C14,463,C14_463,C14_462,DRWI,R1,Prior,260,300,6,M,-999,r,,sin rebrotes,2/4/2024,2024
C14,464,C14_464,C14_464,DRWI,,Prior,270,410,9.4,V,IN,A,,,2/4/2024,2024
C14,466,C14_466,C14_466,-999,,Prior,320,420,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C14,467,C14_467,C14_467,DRWI,,Prior,370,340,12.9,V,BD,A,,,2/4/2024,2024
C14,468,C14_468,C14_468,-999,,Prior,350,220,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C14,469,C14_469,C14_469,DRWI,,Prior,460,460,8.7,V,IN,,,,2/4/2024,2024
C14,472,C14_472,C14_472,DRWI,,Prior,150,90,14.8,V,CD,r,,,2/4/2024,2024
C14,473,C14_473,C14_473,DRWI,,Prior,240,80,8.2,V,BD,r,C,caído,2/4/2024,2024
C14,474,C14_474,C14_474,DRWI,,Prior,360,0,12.5,V,CD,,,,2/4/2024,2024
C15,134,C15_134,C15_134,NONI,,Prior,310,155,16.2,V,EM,,,,2/4/2024,2024
C15,135,C15_135,C15_135,NONI,,Prior,350,270,6.3,V,IN,A,,NN,2/4/2024,2024
C15,136,C15_136,C15_136,NONI,,Prior,365,260,15.2,V,CD,,,CD,2/4/2024,2024
C15,137,C15_137,C15_137,NONI,,Prior,380,235,14.8,V,CD,,,,2/4/2024,2024
C15,138,C15_138,C15_138,AMLU,,Prior,480,305,5.5,V,BD,A,,medido sin musgo a la altura de la chapa,2/4/2024,2024
C15,139,C15_139,C15_139,NONI,,Prior,440,30,8.7,V,IN,,,,2/4/2024,2024
C16,23,C16_23,C16_548,TEST,R1,Prior,35,450,7.6,V,BD,,,R1 con 548,2/4/2024,2024
C16,24,C16_24,C16_24,DRWI,,Prior,160,70,12.1,V,IN,r,,,2/4/2024,2024
C16,548,C16_548,C16_548,TEST,R1,Prior,30,450,9.5,V,BD,r,,R1,2/4/2024,2024
C16,552,C16_552,C16_71,TEST,R2,Prior,114,340,10.2,V,CD,r,,R2,2/4/2024,2024
C16,553,C16_553,C16_553,TEST,,Prior,420,395,11,V,IN,A,,,2/4/2024,2024
C16,554,C16_554,C16_554,TEST,,Prior,365,270,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C16,555,C16_555,C16_555,TEST,,Prior,430,200,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C16,556,C16_556,C16_556,DRWI,,Prior,450,350,22,V,CD,Z,,Plaga tragada,2/4/2024,2024
C16,64,C16_64,C16_64,TEST,,Prior,470,430,15.3,V,CD,A,,,2/4/2024,2024
C16,69,C16_69,C16_71,TEST,R2,Prior,110,440,8.4,V,CD,r,,R2,2/4/2024,2024
C16,70,C16_70,C16_70,TEST,,Prior,43,330,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C16,71,C16_71,C16_71,TEST,R2,Prior,90,400,10.8,V,CD,r,,R2,2/4/2024,2024
C17,490,C17_490,C17_490,-999,,Prior,350,500,-999,A,-999,-999,,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,520,C17_520,C17_520,TEST,,Prior,45,440,11.2,V,IN,A,De,ramas encima,2/4/2024,2024
C17,521,C17_521,C17_521,CAPA,,Prior,20,480,9.1,V,BD,A,,,2/4/2024,2024
C17,521-1,C17_521-1,C17_521-1,TEST,,Prior,30,475,-999,A,-999,-999,,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,522,C17_522,C17_522,TEST,,Prior,145,410,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,523,C17_523,C17_523,TEST,,Prior,170,450,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,524,C17_524,C17_524,TEST,,Prior,355,270,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,525,C17_525,C17_525,TEST,,Prior,330,240,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/4/2024,2024
C17,526,C17_526,C17_526,TEST,,Prior,465,220,9.2,V,IN,Z,,,2/4/2024,2024
C17,527,C17_527,C17_527,TEST,,Prior,440,45,13.8,V,CD,r,,,2/4/2024,2024
C18,19,C18_19,C18_19,DRWI,,Prior,60,380,6.6,M,-999,,C,Se cayo sobre el suelo ,2/4/2024,2024
C18,2312,C18_2312,C18_2312,TEST,,Prior,185,0,7.2,Mo,BD,r,,Bajo quila,2/4/2024,2024
C18,389,C18_389,C18_389,TEST,R1,Prior,0,460,9.8,V,BD,r,,R1,2/4/2024,2024
C18,390,C18_390,C18_389,TEST,R1,Prior,20,470,8.4,V,BD,r,,R1,2/4/2024,2024
C18,391,C18_391,C18_389,TEST,R1,Prior,10,410,37,Mo,CD,A,Dd,R1,2/4/2024,2024
C18,392,C18_392,C18_392,CAPA,,Prior,210,360,7.5,M,-999,,,,2/4/2024,2024
C18,393,C18_393,C18_393,PONU,,Prior,230,310,43,M,-999,,,,2/4/2024,2024
C18,397,C18_397,C18_397,CAPA,,Prior,290,170,7,M,-999,,De,Se le cayo rama encima,2/4/2024,2024
C18,398,C18_398,C18_398,CAPA,,Prior,370,70,5.6,V,BD,A,,,2/4/2024,2024
C18,399,C18_399,C18_399,CAPA,,Prior,330,50,5.6,V,BD,A,,,2/4/2024,2024
C18,401,C18_401,C18_401,TEST,,Prior,260,0,7.1,V,BD,I,,Bajo quila,2/4/2024,2024
C18,494,C18_494,C18_494,CAPA,,Prior,310,390,9,M,-999,,Dq,,2/4/2024,2024
C18,495,C18_495,C18_495,CRHO,,Prior,170,400,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C18,496,C18_496,C18_496,CRHO,,Prior,180,440,7.5,V,IN,I,,,2/4/2024,2024
C18,95,C18_95,C18_95,CRHO,,Prior,430,410,-999,A,-999,-999,,Probablemente muerta,2/4/2024,2024
C19,10,C19_10,C19_10,NONI,,Prior,310,320,15.1,V,CD,,,,2/4/2024,2024
C19,15,C19_15,C19_15,NONI,,Prior,340,380,19.5,V,EM,,,,2/4/2024,2024
C19,20,C19_20,C19_20,DRWI,,Prior,330,200,-999,A,-999,-999,,no encontrado,2/4/2024,2024
C19,32,C19_32,C19_32,CAPA,,Prior,310,190,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C19,4,C19_4,C19_4,NONI,,Prior,70,410,12.8,M,-999,Z,,,2/4/2024,2024
C19,491,C19_491,C19_491,CAPA,,Prior,360,190,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C19,5,C19_5,C19_5,DRWI,,Prior,80,390,21.4,V,CD,,,,2/4/2024,2024
C19,503,C19_503,C19_503,AMLU,,Prior,380,420,7.3,V,IN,,,,2/4/2024,2024
C19,510,C19_510,C19_510,CAPA,,Prior,330,300,6,M,-999,,Dq,,2/4/2024,2024
C19,515,C19_515,C19_515,CAPA,,Prior,90,70,8.2,M,-999,,Dq,Medido sin musgo,2/4/2024,2024
C19,517,C19_517,C19_517,CRHO,,Prior,410,50,-999,A,-999,-999,,No encontrado,2/4/2024,2024
C19,6,C19_6,C19_6,NONI,,Prior,95,380,14.8,V,CD,,,,2/4/2024,2024
C19,7,C19_7,C19_7,NONI,,Prior,80,310,19.3,V,CD,,,,2/4/2024,2024
C20,2,C20_2,C20_2,DRWI,,Prior,20,170,28.7,V,CD,,,,2/4/2024,2024
C20,2311,C20_2311,C20_2311,NONI,,Prior,60,150,19.6,V,DO,,,Cambio de placa a 2311,2/4/2024,2024
C20,24,C20_24,C20_25,AMLU,R2,Prior,90,350,5.2,V,IN,r,,,2/4/2024,2024
C20,25,C20_25,C20_25,AMLU,R2,Prior,110,360,7.8,V,BD,I,,,2/4/2024,2024
C20,26,C20_26,C20_25,AMLU,R2,Prior,155,350,7.5,V,BD,I,,,2/4/2024,2024
C20,27,C20_27,C20_27,NONI,,Prior,187,310,11.2,V,IN,,,,2/4/2024,2024
C20,397,C20_397,C20_397,AMLU,,Prior,400,380,8.3,V,IN,,,,2/4/2024,2024
C20,498,C20_498,C20_498,CRHO,,Prior,350,498,6,V,BD,I,,Podria ser AL,2/4/2024,2024
D01,817,D01_817,D01_817,TEST,,Prior,350,10,6,M,BD,I,,,2/4/2024,2024
D01,818,D01_818,D01_818,PONU,,Prior,200,380,6,V,BD,I,,,2/4/2024,2024
D01,819,D01_819,D01_819,TEST,,Prior,420,25,27.5,V,DO,,,,2/4/2024,2024
D01,820,D01_820,D01_820,CRHO,,Prior,290,258,-999,A,-999,-999,,No encontrado,2/4/2024,2024
D01,821,D01_821,D01_821,DRWI,,Prior,500,320,-999,A,-999,-999,De,Presumiblemente aplastado,2/4/2024,2024
D01,822,D01_822,D01_822,TEST,,Prior,300,390,15.3,V,IN,I,,,2/4/2024,2024
D02,1410,D02_1410,D02_1410,TEST,,Prior,220,340,10.5,V,BD,r,,,2/4/2024,2024
D02,1412,D02_1412,D02_1412,-999,,Prior,450,460,-999,A,-999,-999,De,No encontrado - Bajo ramas,2/4/2024,2024
D02,1413,D02_1413,D02_1413,-999,,Prior,450,440,-999,A,-999,-999,De,No encontrado - Bajo ramas,2/4/2024,2024
D02,1459,D02_1459,D02_1459,SACO,,Prior,150,40,11,V,BD,r,,,2/4/2024,2024
D03,1028,D03_1028,D03_1028,TEST,,Prior,170,160,11.9,V,CD,Z,,,2/4/2024,2024
D03,1029,D03_1029,D03_1029,PONU,,Prior,285,220,25.5,V,DO,,,Corteza con mucha liana,2/4/2024,2024
D03,1030,D03_1030,D03_1030,SACO,,Prior,345,322,15,V,EM,,,,2/4/2024,2024
D03,1031,D03_1031,D03_1031,TEST,,Prior,170,200,23.5,V,EM,,,,2/4/2024,2024
D04,1182,D04_1182,D04_1182,TEST,,Prior,160,170,6.6,V,IN,,,,2/4/2024,2024
D05,915,D05_915,D05_915,-999,,Prior,40,360,5.4,M,-999,,,,2/4/2024,2024
D05,916,D05_916,D05_916,-999,,Prior,57,453,13,M,-999,,,,2/4/2024,2024
D05,917,D05_917,D05_917,PONU,,Prior,66,383,5.8,V,BD,A,,,2/4/2024,2024
D06,821,D06_821,D06_821,CAPA,,Prior,68,263,9.9,E,IN,,,no se especifica porque E,2/4/2024,2024
D06,822,D06_822,D06_822,NONI,,Prior,210,203,56,V,EM,,,,2/4/2024,2024
D06,823,D06_823,D06_823,CAPA,,Prior,178,317,10.5,V,CD,A,,,2/4/2024,2024
D06,825,D06_825,D06_825,TEST,,Prior,350,415,22,M,-999,,,,2/4/2024,2024
D06,826,D06_826,D06_826,TEST,,Prior,387,415,8.5,V,CD,,,,2/4/2024,2024
D06,827,D06_827,D06_827,TEST,,Prior,500,415,5.6,E,BD,,Dd,Descabezado,2/4/2024,2024
D06,828,D06_828,D06_828,TEST,,Prior,450,437,19.1,V,CD,,,,2/4/2024,2024
D07,289,D07_289,D07_289,CAPA,,Prior,250,250,8.2,M,-999,,,,2/4/2024,2024
D07,291,D07_291,D07_291,PONU,,Prior,70,370,51,V,EM,,,,2/4/2024,2024
D07,293,D07_293,D07_293,TEST,,Prior,170,280,9.2,M,-999,,Dd,,2/4/2024,2024
D07,294,D07_294,D07_294,CAPA,,Prior,320,220,8.4,V,IN,Z,,,2/4/2024,2024
D07,296,D07_296,D07_296,TEST,,Prior,500,290,5.1,V,BD,A,,,2/4/2024,2024
D07,393,D07_393,D07_393,-999,,Prior,200,20,8.3,M,-999,,,,2/4/2024,2024
